,const,chocolate,fruity,caramel,peanutyalmondy,nougat,crispedricewafer,hard,bar,pluribus,sugarpercent,pricepercent,prediction_winpercent
74,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7474747474747475,0.9547755970246865
75,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7575757575757577,0.954092880626334
76,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7676767676767677,0.9534101642279815
77,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.952727447829629
78,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.787878787878788,0.9520447314312764
79,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.797979797979798,0.951362015032924
80,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8080808080808082,0.9506792986345713
81,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8181818181818182,0.9499965822362189
82,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8282828282828284,0.9493138658378664
83,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8383838383838385,0.9486311494395139
84,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.9479484330411613
85,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8585858585858587,0.9472657166428088
86,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8686868686868687,0.9465830002444563
87,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8787878787878789,0.9459002838461037
88,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.888888888888889,0.9452175674477512
89,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8989898989898991,0.9445348510493987
90,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9090909090909092,0.9438521346510461
91,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9191919191919192,0.9431694182526936
92,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9292929292929294,0.9424867018543411
93,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9393939393939394,0.9418039854559885
94,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9494949494949496,0.941121269057636
95,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9595959595959597,0.9404385526592836
96,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9696969696969697,0.9397558362609311
97,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.9797979797979799,0.9390731198625785
98,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.98989898989899,0.938390403464226
99,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.9377076870658734
100,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.0,1.0060781983128828
101,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.010101010101010102,1.0053954819145303
102,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.020202020202020204,1.0047127655161776
103,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.030303030303030304,1.0040300491178251
104,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.04040404040404041,1.0033473327194726
105,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.05050505050505051,1.0026646163211201
106,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.06060606060606061,1.0019818999227676
107,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.07070707070707072,1.0012991835244152
108,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.08080808080808081,1.0006164671260627
109,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.09090909090909091,0.9999337507277101
110,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.10101010101010102,0.9992510343293575
111,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.11111111111111112,0.998568317931005
112,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.12121212121212122,0.9978856015326525
113,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.13131313131313133,0.9972028851342999
114,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.14141414141414144,0.9965201687359474
115,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.15151515151515152,0.9958374523375949
116,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.16161616161616163,0.9951547359392423
117,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.17171717171717174,0.9944720195408898
118,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.18181818181818182,0.9937893031425373
119,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.19191919191919193,0.9931065867441848
120,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.20202020202020204,0.9924238703458322
121,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.21212121212121213,0.9917411539474797
122,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.22222222222222224,0.9910584375491273
123,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.23232323232323235,0.9903757211507747
124,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.24242424242424243,0.9896930047524222
125,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.25252525252525254,0.9890102883540697
126,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.26262626262626265,0.9883275719557171
127,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.27272727272727276,0.9876448555573646
128,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.2828282828282829,0.9869621391590121
129,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.29292929292929293,0.9862794227606595
130,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.30303030303030304,0.985596706362307
131,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.31313131313131315,0.9849139899639545
132,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.32323232323232326,0.9842312735656019
133,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.33333333333333337,0.9835485571672494
134,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.3434343434343435,0.9828658407688969
135,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.3535353535353536,0.9821831243705443
136,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.36363636363636365,0.9815004079721918
137,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.37373737373737376,0.9808176915738394
138,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.38383838383838387,0.9801349751754868
139,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.393939393939394,0.9794522587771343
140,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4040404040404041,0.9787695423787818
141,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4141414141414142,0.9780868259804292
142,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.42424242424242425,0.9774041095820767
143,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.43434343434343436,0.9767213931837242
144,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4444444444444445,0.9760386767853717
145,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4545454545454546,0.9753559603870191
146,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4646464646464647,0.9746732439886666
147,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.4747474747474748,0.9739905275903141
148,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.48484848484848486,0.9733078111919615
149,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.494949494949495,0.972625094793609
150,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5050505050505051,0.9719423783952565
151,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5151515151515152,0.971259661996904
152,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5252525252525253,0.9705769455985515
153,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5353535353535354,0.969894229200199
154,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5454545454545455,0.9692115128018464
155,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5555555555555556,0.9685287964034939
156,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5656565656565657,0.9678460800051414
157,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5757575757575758,0.9671633636067888
158,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.5858585858585859,0.9664806472084363
159,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.595959595959596,0.9657979308100838
160,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6060606060606061,0.9651152144117312
161,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6161616161616162,0.9644324980133787
162,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6262626262626263,0.9637497816150262
163,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6363636363636365,0.9630670652166736
164,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6464646464646465,0.9623843488183211
165,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6565656565656566,0.9617016324199686
166,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6666666666666667,0.961018916021616
167,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.6767676767676768,0.9603361996232636
168,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.686868686868687,0.9596534832249111
169,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.696969696969697,0.9589707668265586
170,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7070707070707072,0.958288050428206
171,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7171717171717172,0.9576053340298535
172,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7272727272727273,0.956922617631501
173,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7373737373737375,0.9562399012331484
174,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7474747474747475,0.9555571848347959
175,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7575757575757577,0.9548744684364434
176,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7676767676767677,0.9541917520380908
177,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.7777777777777778,0.9535090356397383
178,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.787878787878788,0.9528263192413858
179,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.797979797979798,0.9521436028430332
180,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8080808080808082,0.9514608864446807
181,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8181818181818182,0.9507781700463283
182,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8282828282828284,0.9500954536479757
183,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8383838383838385,0.9494127372496232
184,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8484848484848485,0.9487300208512707
185,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8585858585858587,0.9480473044529181
186,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8686868686868687,0.9473645880545656
187,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8787878787878789,0.9466818716562131
188,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.888888888888889,0.9459991552578606
189,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.8989898989898991,0.945316438859508
190,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9090909090909092,0.9446337224611555
191,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9191919191919192,0.943951006062803
192,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9292929292929294,0.9432682896644504
193,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9393939393939394,0.9425855732660979
194,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9494949494949496,0.9419028568677454
195,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9595959595959597,0.9412201404693928
196,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9696969696969697,0.9405374240710404
197,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.9797979797979799,0.9398547076726879
198,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,0.98989898989899,0.9391719912743353
199,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.010101010101010102,1.0,0.9384892748759828
200,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.0,1.0068597861229922
201,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.010101010101010102,1.0061770697246395
202,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.020202020202020204,1.005494353326287
203,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.030303030303030304,1.0048116369279345
204,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.04040404040404041,1.004128920529582
205,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.05050505050505051,1.0034462041312295
206,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.06060606060606061,1.002763487732877
207,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.07070707070707072,1.0020807713345243
208,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.08080808080808081,1.0013980549361718
209,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.09090909090909091,1.0007153385378194
210,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.10101010101010102,1.0000326221394669
211,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.11111111111111112,0.9993499057411144
212,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.12121212121212122,0.9986671893427618
213,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.13131313131313133,0.9979844729444093
214,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.020202020202020204,0.14141414141414144,0.9973017565460568
